Class II,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6
57.0,,-0.23307663722674407,-0.21770455155077098,-0.18330064386397737,,-0.22467589034014634,-0.23356827048414078,-0.23106061305317205,-0.21792296987273826,-0.23827757188397872,-0.22491159207940511,-0.2276744220273855,-0.24737908272593248,-0.14400073286718096,,,,-0.18198594395625944,-0.24647816380365892,,,-0.2291948036348625,-0.19014015601506862,-0.20595187711042864,,-0.20270511189069523,-0.216390266010024,,-0.2165647512438944
58.0,-0.22368787471069568,-0.22591002184738185,-0.2107422168145892,-0.17746742294425077,-0.22464086724852236,-0.21807859206263142,-0.22045246927569348,-0.21965204366407312,-0.210301873959144,-0.22477118422175044,-0.21769262199200776,-0.21515059375174736,-0.24306093333677883,-0.1364397425966788,,,,-0.17105342669441853,-0.23989240489354907,-0.2121683572648195,,-0.20679878529791032,-0.1886342248290016,,-0.18723044299292563,,-0.2105351064504329,-0.20406557497797911,-0.21151020022830352
59.0,0.14585081166138436,0.35573248234165594,0.22486108385097464,0.09764406823573293,0.24792767089881565,0.1866579859858432,0.2247779322254304,0.19196809801613307,0.22506247900773735,0.2744927136217295,0.2986760619065331,0.28969396750384524,0.5965948034048176,0.14039560571648058,0.5097132019076608,,0.8574659178265315,0.16569859406224677,0.7047018401872046,0.2997986066068533,1.1936682060619856,,0.6283932027864053,0.05719667361424762,0.04178660063721455,0.10928088517713186,0.09465467950398769,0.09753347903293008,0.047277519046373256
60.0,-0.21064777766593368,,-0.19763066672747312,-0.17877105943767452,-0.2197406273764716,,-0.21833195051744153,-0.21269750478989638,-0.21081981251637855,,-0.21939120318904243,-0.21501357156054782,-0.18499023603199183,-0.10552751217258022,,-0.1362000903007325,-0.14876761288995205,-0.03788142857458355,-0.06447436164312349,-0.08777801537932763,-0.16467323667709763,-0.17358034319316384,-0.14020539017865594,-0.18721824827298147,-0.1748172171201592,-0.19216109559890868,-0.19244238591558274,-0.19375654530987965,-0.19351494006808467
61.0,-0.21963557363702463,,-0.2107168068338002,-0.17561139810615597,-0.22178018667456842,,,-0.2250958587378669,-0.21382878889650314,,,,-0.2003561182739152,-0.12792408183747683,-0.21225634926203535,-0.2136156491440316,-0.2242413344142084,-0.144571472530278,-0.21539800333314058,-0.17220273955745366,,-0.2025977930384323,-0.16465884420002988,-0.20043461025067177,-0.18727693447559518,-0.19966122727990235,-0.20934187488141673,-0.20241399916551872,-0.21140434575677283
62.0,0.05379084368003671,,0.032253429470470996,-0.09935971100776035,-0.11100827778312916,-0.07976546654682404,0.07859303412569055,0.12711116244796794,0.05979075176827033,-0.061582895430383096,,-0.07015371102439201,-0.011114623290811684,-0.08122160153028407,-0.081073925265346,0.1241892734223993,0.048481965238408684,-0.04606992755954806,0.0030007822780018525,-0.09494116511391502,0.1847667814790136,,0.023725976076067898,-0.1165219970109151,-0.03248354292737111,-0.10011402496853199,-0.1168248039256031,-0.10736847499037971,-0.10248009455168339
63.0,,-0.21321077939515198,,-0.16151444755015004,-0.21256243815849454,-0.20485842458404527,,-0.20464899350854576,-0.19870991577341804,,-0.21171927811576916,-0.20879276408008862,-0.10760002620040705,-0.07589454020333936,-0.20261143981225654,-0.11902409240892312,-0.07019053110565228,-0.05397531354769198,-0.05312259299543416,-0.06427971237545974,-0.11139672855565197,-0.08558207487045606,-0.07891638127269036,-0.17508026118151637,-0.17226018557333467,-0.18568370914714144,-0.19249788505832768,-0.1857384111235801,-0.1702798835670962
64.0,,0.03885341672777603,0.001278662888698709,-0.0479434038857764,0.025112439527513176,-0.06217267114011753,-0.17003124546836917,-0.17581500649089163,-0.1493577703912104,-0.1719962250230436,-0.17050037440106106,-0.16554856053751316,-0.220797228044649,-0.13533232482978705,-0.2143834743068506,,,-0.16088313673170995,-0.21793987519318295,-0.20923437342519147,-0.23405241972513752,-0.21083285071264082,-0.1701805918822756,-0.17222131380873326,-0.1495955877719353,-0.12234655816576318,,-0.17494989170347602,-0.18237375693947858
65.0,-0.01631916015225937,-0.10886485947163806,0.0044295005065328056,,-0.04730515944646934,-0.09014726151066536,,-0.022710963410701043,-0.04951894754904318,-0.061443940824804616,-0.059101757562203684,-0.07705962946084893,-0.2183857939701866,-0.1267784772510371,-0.202261775421328,,,-0.13163538636786068,-0.2037862705179469,-0.15518034683024226,-0.21375945764292395,,-0.16332023870130366,-0.1508544439700385,-0.1447837193156382,-0.12395372924026182,-0.13455678003261118,-0.12745376793546234,-0.1274352862150457
66.0,-0.13835576556319934,-0.11296416346863325,-0.11596298847167646,-0.11920150034834547,,-0.12055108961905786,,-0.1714130699001206,-0.17135782720326898,-0.15237583471536217,-0.14765445730094467,-0.15554594057994658,-0.23703234815062277,-0.14453534834085283,-0.23105081027444418,-0.2500683065403177,,-0.17978637375019185,-0.22943606837837469,-0.21232695098588047,,,-0.19319982572644287,-0.19750042742071017,-0.18132602469389442,-0.18302944176653005,-0.20184949061084995,-0.18853543467694042,-0.20153341628653512
67.0,-0.1729042298451385,-0.1682904341973096,-0.16500425139441682,,-0.1651228186404248,-0.15847276925299064,-0.17545034896167974,-0.16734974381633194,-0.15562236055966652,,-0.15416568522291094,-0.16839862211446363,-0.24614532575760287,-0.14478356266791478,-0.2360918052436639,,,-0.18307484009787706,,-0.22543736526025446,-0.23650673077342885,-0.2162579731669336,-0.17742340377716936,-0.15722437934448508,-0.12132876630885667,,-0.15176151428354231,-0.1373632228102246,-0.1638756880394889
68.0,-0.022761279807839003,0.018041565666108136,0.0036672010828632663,-0.07710950848440933,0.059917386510619626,0.05841980435120205,0.08854114681872442,0.05061123483202378,,0.09938211967172857,0.10976552310966016,0.054700909596630674,,-0.14016295750260788,-0.19812408012867364,,-0.21958629402414326,-0.17503878657273902,-0.20638591219299027,-0.20727838419877276,-0.1943344836143744,-0.16734840765592496,-0.13805405991284592,-0.0085089589883114,0.004360957088237115,0.005277435795560715,0.1408022166964046,0.13514678624573734,0.011022362547108795
69.0,-0.11588627563547199,-0.06893247857783177,-0.16368293239338963,-0.11635117648984271,-0.12335158470407863,-0.07687595218496672,-0.08699068372546537,-0.11150505712631345,-0.10022759867638897,-0.10324148618281151,-0.08432568833816859,-0.12027642856518447,-0.03721979914342235,-0.07828121642508878,-0.1517644096313985,,-0.16043624746771537,-0.1499723973927014,-0.12111766525156817,-0.1341402465028195,,-0.1270633957902023,-0.12194298658889086,-0.09723664148749225,,-0.11399413879374752,-0.11124714007973671,-0.10561034589969609,-0.10001897808859463
70.0,-0.2217916056185291,-0.2274580107693241,-0.21666274233842261,-0.18036193787032723,,-0.22076353903603865,-0.2324949214830503,-0.22889871520089988,-0.21713373016647608,,-0.22612890860394663,-0.22972975489537864,-0.24328525278556604,-0.1476284807242401,,,,-0.18344506478602704,-0.24512057315113628,-0.22345494374699226,,,-0.19341495875302386,-0.20231549668013435,,-0.19995344020253847,,-0.2019877860526257,-0.2132038717727947
71.0,-0.22207734479680077,-0.23287597199612192,-0.2105897569298553,-0.18237263144492996,-0.22691881659444865,-0.22367862432145225,-0.2314215724819598,-0.2297843119114692,-0.21646780916431735,,-0.22661017327643979,-0.229921585963058,,-0.14411529332582493,-0.2393262008597529,,,-0.17081386954326266,-0.23737941794100717,-0.21975442358890285,-0.22863497704537256,-0.23169870630607453,-0.1886820321682418,-0.2030427727661932,,-0.20012389774074288,-0.20950837230965155,-0.20374591514330936,-0.2111132459600634
72.0,-0.21763539938912288,-0.1935742532556995,-0.19231998074257534,,-0.1971465483988538,-0.2050374210489391,-0.1995090741324643,-0.2015754519836287,-0.192519316827424,-0.22374292014046968,-0.20427383053543383,-0.20769658655049228,,-0.1442489471942429,,,,-0.1755614567207155,-0.233653264873445,-0.21729622091245773,,-0.21678657484196726,-0.1844510826454821,-0.192384416332572,-0.1771882827363056,-0.1833460057660525,-0.19999026932889447,-0.18789611500760092,-0.20362404209926643
73.0,-0.22706479227208823,-0.23124198368962734,-0.217679141569982,-0.18425075181681164,-0.23123632523847176,-0.22562201451172795,-0.23712864765848976,,-0.22034001647316623,-0.2449196020306301,-0.22949776131139873,-0.23307309636064746,,-0.15041611855124343,-0.2527008638127694,,,-0.18344506478602704,-0.24985769798121527,,,-0.23951644686841436,-0.19726344956186181,-0.20680454562511835,-0.19069405845180615,-0.2035330485048309,-0.21616826943904424,-0.2078748546744603,
74.0,-0.21067375395486748,-0.20515550370874885,,,-0.21936979841318127,-0.21288769458071075,-0.2227562427414487,-0.21915715138463732,-0.20127494481877017,-0.22560491185522133,-0.2193628935024252,-0.21380777627799186,,-0.14268328759277527,,-0.2324907115754984,,-0.163975601773904,-0.23067811940089542,-0.20706692590402478,,-0.2210153882422365,,-0.19727472104917468,-0.1727483461413648,-0.19220979775268138,-0.20368096232143293,-0.19586097255478885,-0.1944411666939783
75.0,-0.20672535803693157,,-0.199511005305858,-0.16723719080094243,,-0.19133140602278403,-0.2176512901752866,-0.21525010707330208,-0.2019408658209289,-0.241362364127821,-0.19348783993426363,-0.20273638322906887,,-0.14697930479192425,-0.25232206072259683,,,-0.18464285054180643,-0.24971327344371286,-0.22760481278142114,,-0.23926605660129316,-0.19444281654668866,,-0.14538810859034218,-0.1642791125640459,-0.16954898953329534,-0.16245651983179996,-0.17811311446036793
76.0,-0.18612616091243703,-0.19182559910313512,-0.17938630052098214,-0.15634409264402876,-0.17118852096853088,-0.15578782227958338,,-0.1933446119677491,-0.18519418580367802,-0.17641498148043927,-0.1569400345114009,-0.1670284002024682,-0.25503398391579574,-0.14951872829186563,-0.2539538278802633,,,-0.18449040508197997,,-0.2271025993313947,-0.26069067378586036,-0.24085186162639413,-0.1961638807593367,-0.14736853445410122,,-0.14092642983004292,-0.10397675238014968,,-0.13489802645796
77.0,-0.19464638368271975,-0.19864821694428794,-0.1826133680811832,-0.16124930114470792,-0.18724011752238362,-0.18708663271244497,-0.19641992334883798,-0.21439055732480833,-0.18879509196349928,-0.2003151736399379,-0.20110314563430243,-0.21120435464520057,-0.22034858914707459,-0.14602463430322446,-0.19547245849746558,,,-0.16088313673170995,-0.22663423235082797,-0.2064061187329374,-0.24270236963923741,-0.21355932251018284,-0.17503303681515822,-0.18576369610086377,-0.1706097379385661,-0.1723149679365391,-0.18694797078383377,-0.17950504434751996,-0.18578756364634363
78.0,0.06742839537027585,0.1007156406824307,0.043738740787092056,0.010963289189947368,0.1079662250398092,0.08987204032540118,0.41182863009839626,,0.4038252724761237,0.5476218863467905,0.4322977827399275,0.41175333542439724,-0.07880301696234997,-0.073259649654528,-0.09861542221026093,0.00757166183682301,-0.0915416496947511,-0.07411989216761795,-0.11005474567888367,-0.095099758834976,-0.04417255033050201,-0.0737859111749682,-0.0808764821815395,-0.10448432386235468,-0.09052815904028828,-0.09317396805592422,-0.016260357271773287,-0.06440086554685413,-0.10187143134038186
79.0,-0.03658066552061467,0.00926962844176878,-0.11349822033514495,-0.056140846920695195,-0.02240664333983307,-0.036013616342064105,-0.09099610804660796,0.030112275678551514,-0.02759288195944667,0.07264725355842894,0.020137055279463856,-0.04899748470318272,,-0.057507586590981784,-0.08806721308391673,,-0.07791789815316043,-0.08727375755835881,-0.11011251549388464,-0.03557424886342315,,-0.06991877260498515,-0.054845385965238205,-0.03318618894286029,-0.10821816819604718,-0.07875813053920913,-0.06346237817634406,-0.05638273136055458,-0.026106093342283938
80.0,0.370649616094393,0.3383319402005645,0.20755688693367608,0.12581587381395792,0.2829180323635673,0.332795814109866,0.6160267327448811,0.6393767655881701,0.5740050841389087,0.7076142192098528,0.5839244642618895,0.4787845913592132,,-0.10014317061631352,-0.1608265450962964,-0.16801893531613477,-0.174556536650913,-0.13481496310138413,-0.18651309583265882,-0.15597331543554716,-0.17942903358938567,-0.16796047275333237,-0.1418308397128235,0.29950500270047864,0.1831904451766119,0.12230871131132538,0.3782830485019994,0.3810184757458867,0.33168202043147926
81.0,-0.22186953448533045,-0.20678949201524344,,,-0.22411111158667904,-0.21825758852752522,-0.2323640252634051,-0.23090433128071863,-0.21429739997209632,-0.23613767095807012,-0.22587412142439142,,-0.2318730008285171,-0.14999606353621553,,-0.2462994724705322,,-0.10306275161181432,,-0.20413294206439675,,-0.22627358385178178,-0.165113013922812,-0.2020396333371465,-0.1901361606597717,-0.19866283312756228,-0.21214458159003616,-0.19908420922104217,-0.16853328478683965
82.0,-0.22592183555900153,-0.2345099603026165,-0.2150365035679276,-0.18277035105309314,-0.22893188810945328,,,-0.23311832305714195,-0.21913149317295225,,,,,-0.13987655635599797,-0.15188096442837468,-0.14586931213551008,-0.18191150046721594,-0.12416555883636379,-0.20580821404298064,-0.1971548183377138,,-0.21931829865397054,-0.18856251382014128,-0.18353171087123485,-0.17258562595202143,-0.19949076974169794,-0.10208978152682174,-0.1830213025288872,-0.1976961916935473
83.0,2.056354910163686,0.9042365570165228,1.8962533902080176,0.7311230219045253,1.4328056719606883,0.962198526523636,2.2710261754507113,,1.8895936832555198,,1.8285315267024296,2.2653073246570816,0.34143143040937507,-0.0028240609982589505,1.5587063746932708,2.8686727782897323,2.509539752260654,0.20200239142377824,0.47980395038845386,0.060057764936345154,1.5810303229764517,0.6471989524301447,0.13793770952096007,1.3321367309611543,1.9399408550690789,1.5565871399169307,2.758530282546951,2.3455412663479476,2.178180958195113
84.0,-0.17760593814215428,-0.02169014999707601,-0.10186044913378998,-0.08557209792477023,-0.054827689844644555,-0.12852921776861082,-0.054580779741318176,-0.07154901730239165,-0.1042971159118034,-0.14348273995833943,-0.11376776242010295,-0.12808669346355836,,,-0.19421949442997166,-0.19807693162680118,,-0.14622659466553678,-0.19223230751775422,-0.18483737266864472,-0.19343656493817024,-0.13440817695909094,-0.15557544974438756,-0.14508639225301997,-0.1322775104775327,-0.11360452156356603,-0.12820212818831564,-0.12196627410696496,-0.161996771169819
85.0,-0.20973860755325108,,,-0.1687617826322346,-0.20392742087044835,-0.20171320098662537,,,-0.19380183135010004,-0.2094861776081176,,-0.20890238183304827,-0.07700846137205235,-0.03858601750495234,-0.09159299569244614,-0.09869710209811274,-0.08400048426284557,-0.08283106130055892,-0.10820611159885284,-0.06747801908352274,-0.11229464723185612,-0.09134105101424377,-0.07702799137270157,-0.19258504421838132,-0.1828137521393196,-0.19101659498525056,,-0.1938630985881029,-0.20007791730298802
86.0,-0.20859565084016438,-0.17800836465172476,-0.16983214774432392,-0.1785942951673798,-0.21560853321409368,-0.2123507051860293,,-0.1752680202873047,-0.19949915547968025,-0.20923605931807635,-0.20212229435252324,-0.21794584645221804,-0.23226555986389472,-0.1301389173712603,,,,-0.164716051150204,-0.23813042553601968,-0.19834427124567114,-0.24533626442276957,-0.21308636311673168,-0.19100068812139262,-0.18957562593124122,-0.18172120229658548,-0.1961303211313826,-0.2048186947477042,-0.20297340387619078,-0.20653504006636067
87.0,-0.22623355102620699,-0.23244597507336018,-0.21732340183893623,-0.18400770094515634,-0.23025627726406162,-0.22528959250549657,-0.23456308175344417,-0.23257133685355502,,-0.24180701886567213,-0.23040367128315056,-0.23203172770753094,,-0.15108438789333326,-0.25436176966967994,,,-0.18422907000799174,-0.24988658288871576,-0.22683827646295976,,-0.24115789417509784,-0.19896061010488972,-0.20635313288204732,-0.19085677864114953,,-0.21680650958061104,-0.2085674509829114,
88.0,-0.2247788788459148,-0.2272286790771845,-0.212749605296919,,-0.22938218042202013,-0.2245991775694776,,-0.23236296115695046,-0.21839158094833144,,-0.22663848296305703,-0.23038746141313643,0.30772743322909796,0.07301496262405079,0.29359146961458105,0.29669066232143454,-0.0811453928236056,0.25435651791275343,0.1479741330229197,,-0.021425277199997126,0.014880064526729457,,-0.2060772695390595,-0.1864400877875435,,-0.21389280458650176,-0.205504044233993,-0.21285984474031994
89.0,-0.22415544791150388,-0.2246486975406141,-0.21559552314528527,-0.18155509669481676,-0.23025627726406162,-0.22511059604060277,,,-0.22078396380793872,-0.24444715637166325,-0.23060183908947127,,,,-0.25293397340672175,,,-0.18449040508197997,-0.24991546779621623,-0.2272347607656122,,-0.23670651164849862,-0.19625949543781712,-0.20432177553822775,-0.18855545024900744,-0.20182847312278687,-0.21519703444100782,-0.20694251349000686,-0.21630011506506766
90.0,-0.04110053979509392,0.07193451331891203,-0.0001951159970624005,-0.021274094605056748,-0.0030440738994595424,-0.03189669764950634,-0.05303620434950502,-0.07081970236427573,-0.06310866874124528,-0.06055463134910234,-0.006672217947066747,-0.031814901926760154,,-0.03703945131325871,-0.020261459943024664,0.13039858201278362,0.07932936622324044,,0.0016143067179787288,,0.1464256540050968,0.0647355488246404,0.06438611809987735,-0.06415811881467723,-0.054009099403366824,-0.03977205644417392,-0.04994833691795138,-0.06096452232415433,-0.06484882992251984
91.0,,-0.17399506003928192,-0.168002629127517,-0.15945956290797364,-0.17428759159031432,-0.18603822484663832,-0.17296332078842128,,-0.17328159898728307,-0.20806884063121708,-0.17024558722150585,-0.19202124787726468,-0.2299943254449243,-0.1433133701153171,-0.22099795903524874,,,-0.15506843133547185,,-0.1993222658588805,-0.21806946728870383,-0.17725273377760817,-0.1768497157062867,-0.17997056589811905,-0.16317110071144014,-0.16503399594752255,-0.1797053326556192,-0.17673465911371547,-0.19587020205964273
92.0,-0.20929701064137665,-0.20544216832392334,,,,-0.20882191773526548,-0.2032527060143165,,-0.19720542758335574,-0.22160301921456108,-0.20973760005256203,,,-0.14820128301745994,-0.24282284476903826,,,-0.18094060366030654,-0.24168326915857893,-0.22422148006545364,,-0.22788721001767398,-0.19016405968468872,-0.18476055667181707,-0.17477072563748966,-0.1833460057660525,-0.19352461919910907,-0.18099679024264548,-0.1965317925067096
93.0,-0.22485680771271618,,-0.2138676444516343,-0.18082594407985095,,-0.22296263846187697,-0.21856756371280286,-0.21756828669802766,-0.19372784012763797,,-0.2143520789711729,-0.21520540262822718,-0.17265266634869572,-0.10434372076659251,-0.20086311785761385,-0.20175308944896903,-0.20720388658656994,-0.13041582268924892,-0.17302384402993384,-0.1503961029115695,-0.15341932260200575,-0.16058787044365244,-0.12571976638886845,-0.20206471182287267,-0.18151199062457257,-0.20029435527894726,-0.21253307558925075,-0.20201442437218153,
94.0,-0.21373895604905455,-0.22479202984820135,-0.21280042525849696,-0.17452871695060065,-0.21987306629193243,-0.2138593896758486,-0.23040058196872737,-0.22546051620692487,-0.2121763182615167,-0.23491487042897952,-0.2202121841009425,-0.22482436045043502,,-0.14109853458153365,,-0.22952507165173275,,-0.15045151169501314,,-0.2103709617594618,,-0.21442177787471142,-0.1640851561291472,,,-0.19888199281953936,-0.20606742545946533,,-0.21201300896807435
95.0,0.03459436615796676,0.026584171198307905,-0.049642938612426524,-0.05691419060323471,-0.05718510253984735,-0.05358084082521435,-0.06136120391893863,-0.06475076020066832,-0.07102572954468789,-0.05766437555306995,0.049239413121991274,0.014142341001566238,-0.12546146231008803,,-0.12449058713897264,,,-0.08076215863148545,-0.14032612873938852,-0.07609494459450242,-0.12926531021211438,-0.09765644997385636,-0.12975948655466726,0.054989766870344875,0.03209312650061605,0.049937310805113856,,0.03179010636918481,0.05709552128084561
96.0,-0.22280468088694685,,-0.21402010433636823,-0.18144461902588255,-0.22366081927411222,-0.22165852136050773,-0.22851567640583673,-0.22892476216297544,-0.2137054701923997,-0.2383331537262101,-0.22009894535447352,-0.22274162314420198,,-0.1504924921903394,,,,-0.18337973101753,-0.24959773381371095,-0.22567525584184595,,-0.24012851196582177,-0.1975024862580629,-0.20329355762345488,-0.18383656475804944,-0.19768879005210857,,-0.19964361393171423,-0.21145727299253816
97.0,-0.22610366958153805,-0.2333346353804011,-0.2163578225689548,-0.18374255453971422,-0.2306535940104441,-0.2252640215819403,-0.23647416656026385,,-0.21952611302608335,-0.2439747107126964,-0.23088493595564372,-0.23271683866352866,,-0.15001515694598952,-0.24969957779063282,,,-0.18322728555770354,-0.25052205085372636,-0.22736692219982968,,,-0.19819569267704615,-0.20690485956802301,-0.19048484677979324,-0.2031921334284221,-0.21616826943904424,-0.20694251349000686,-0.21680292380483848
98.0,-0.15349994201159822,-0.05336658997385702,,-0.08062269835651738,-0.13641006176851658,-0.1343338174158817,-0.11091851267660474,-0.10955153497064582,,-0.11802625621636181,-0.10371782367098112,-0.14395386320446535,-0.08267252745392921,-0.0918948175939475,-0.07769383615303681,,-0.1621741292133397,-0.13984566327565753,-0.0843760629109554,-0.12729428421035405,,-0.02646215068906054,-0.07889247760307025,-0.1329985621330072,-0.14464424486762958,-0.10252478158027994,-0.10347726009544522,-0.11277605386020964,-0.1069789095917381
99.0,-0.17516416698237813,-0.1806170126498126,-0.18535764600639354,-0.1505771583256627,-0.1787905147159826,,,-0.1863640261314968,-0.16570983055533017,-0.17305228002544004,,-0.1748112606626022,-0.19359849487920072,-0.1346258686681492,-0.22021121415565956,,,-0.15572176902044244,-0.220221782885721,-0.1836214874738439,-0.22124211327795845,-0.2121682654706206,-0.17780586249109115,-0.16379494260474098,-0.16303162626343154,-0.17212015932144836,-0.17837335322974066,-0.16637235280650442,-0.1754402890542178
100.0,-0.2045433497664933,-0.20320618432556234,-0.12704174009567376,-0.15526141148847344,,-0.2059835452205207,,-0.20493551009137703,,,-0.2145502467774936,-0.20131135244059362,-0.1409675442075034,-0.06155538946306881,0.006283895068300076,0.13568112812699118,0.023220612721655123,0.06379969312966985,0.09569245044704774,,,0.05694562940309182,,-0.18869787893082537,-0.15226884802543367,-0.16861360424981497,-0.14216016258866784,-0.17201967655233666,-0.195684956734464
101.0,-0.182931077373581,-0.2284040039993999,-0.14094099958724837,-0.17444033481545326,,-0.216263056490137,-0.08631002338331042,0.02284517325946795,-0.07405936966563319,,-0.05026913533762338,-0.05850682477243094,,-0.14522271109271667,-0.24133677110759197,-0.22529285634385884,,-0.17434189304210373,-0.24107668610106883,-0.22324348545224432,-0.2218107951062211,-0.23818103211043462,-0.19265004132518032,-0.20078570905083812,-0.1693544679064886,-0.19445009682622494,-0.20337571703633578,-0.20672940693356034,-0.20862566587909198
102.0,-0.21441433956133307,-0.2305253221516911,-0.21061516691064427,-0.17930135224855875,-0.22376677040648088,-0.20823378649347152,-0.21788690337064792,-0.22712752177976123,-0.2068489502442469,-0.2207692915810902,-0.21814557697788367,-0.21841172190229646,-0.239079263120806,-0.14560457928819656,,,,,,-0.2162389294387179,,-0.23820885325122587,-0.19611607342009646,-0.19707409316336533,-0.18506858904879217,-0.1998560358949931,-0.21269957301748554,-0.19263773588853553,-0.20894322929368409
103.0,-0.2171158736104471,-0.21493076708619893,-0.20306840261631584,-0.17835124429572452,-0.21635019114067433,,,-0.22548656316900043,-0.21688709275826915,,-0.2201272550410908,-0.22652343562130936,-0.1307890492187841,-0.12920334029233452,-0.16621720445644467,-0.17259096353194014,-0.1675119088606144,-0.16948541625048916,-0.19786486448034815,-0.20875859226200855,-0.1861334930383766,-0.19867501218686678,-0.14854777087607482,-0.18706777735862448,-0.18253480324330237,-0.18456355961036966,-0.2091753774531819,,
104.0,-0.22402556646683494,,-0.21490945366398267,-0.18232844037735627,-0.23248125104380357,-0.2260311492886281,,-0.23160759925675897,-0.21844090842997282,,-0.22694988951584671,-0.230223034783697,,-0.14604372771299848,,,,,-0.2346642366359619,-0.2090229151304435,-0.23611763268040706,-0.21750992450253961,-0.18700877529483403,,-0.19139143069184922,-0.20299732481333135,-0.21394830372924667,-0.20635647045977898,-0.21569145185376615
105.0,-0.22677905309381655,-0.2346246261486863,-0.21813652122418373,,-0.2305741306611676,-0.22416447186902116,-0.23524374209559912,-0.23311832305714195,-0.2193288030995178,-0.2428352829469529,,-0.23049707916609607,-0.2516972321150861,-0.14911776668661172,,,,-0.1828788387923859,,-0.22601887557081138,,-0.24004504854344802,-0.19709612387452102,-0.20512428708146513,-0.18920633100638096,-0.20221809035296837,-0.21489178915591065,-0.2061966405424441,-0.214077171162923
106.0,-0.22576597782539878,-0.2347392919947561,-0.2163832325497438,-0.18374255453971422,-0.23052115509498328,-0.22674713514820335,,-0.23507184521280958,-0.2204633351772697,,-0.22952607099801597,-0.23219615433697038,-0.06865256190472907,-0.05848135048945555,-0.12178068810927647,-0.17345594184303845,-0.1937973702631823,-0.08838443162280879,-0.12646137313915728,-0.0774958557972077,,,-0.09698755550549457,-0.20602711256760714,-0.1902988808491151,,-0.2167510104378661,-0.20803468459179517,-0.21561206100011812
107.0,-0.22446716337870934,-0.23382196522619772,-0.2158496229531751,-0.18378674560728792,-0.22334296587700622,-0.22337177323877713,,,-0.22031535273234554,-0.2414735278122838,-0.22938452256492975,-0.23099035905441442,,-0.14864043144226186,-0.24765986884354968,,,-0.1843379596221535,-0.24246316166109194,-0.22736692219982968,,-0.23233859254427316,-0.19269784866442052,-0.20198947636569417,,,-0.21333781315905234,-0.20707570508778592,-0.21211886343960504
108.0,-0.2138428612047897,-0.22143805385065982,-0.2117586160461486,-0.1750590097614849,-0.21807189704166513,,-0.22574067654935887,-0.2194436679674686,,-0.22240895592691626,-0.21070012939754834,-0.21095771470104138,,-0.143943452637859,,,,-0.17876281137707128,-0.22351466234077594,-0.20934010257256544,,-0.23053021839284224,-0.1869609679555938,-0.19770105530651952,,-0.19659299159222313,-0.19774255404772445,-0.1917053947040821,-0.1998662083599266
109.0,-0.1761512659618621,-0.18772629510613992,-0.20118806403793096,-0.16352514112475278,-0.19852391311964643,-0.1945022005437602,-0.190686668928379,-0.19923122539682755,-0.17643855781233184,-0.21343248840654644,-0.19750781543391238,,-0.21575004044693696,-0.12792408183747683,-0.22679656018481364,,-0.24323389920567423,,-0.21291390128809914,,,-0.20529644369518307,-0.17610870194806325,-0.17859124918317984,-0.18195365970993316,-0.17862189685010196,-0.18944543220735602,-0.17870589476084559,-0.1797273951512111
110.0,-0.20321855903087008,-0.21008613508975005,-0.20037494465268346,,-0.19526591579931,-0.18481082051593786,,-0.21241098820706514,-0.19940050051639746,-0.20812442247344848,-0.20605734079232021,-0.21021779486856385,,,,,,-0.15304308451206308,-0.21175850498807985,-0.19778919322195773,-0.2310294268485836,-0.2172595342354184,-0.17515255516325878,,-0.17358519282941648,-0.18845973191218454,,-0.1886952645942753,-0.19044516039369438
111.0,0.21390868866791113,0.005829653059674914,0.1906084297474233,0.03000963931420614,0.08166385642928811,0.32422955471851905,0.22404491339541738,0.27675095957210794,0.23658044597100122,0.7939884020374363,0.5346656095478839,0.36971492716437776,0.47913553203361886,0.08840425090189108,0.6278414886430181,0.6999867998710235,0.8712758709837247,0.21384958144457794,0.9377741588085918,0.25251124544383907,0.7827207585858907,0.18086099048729684,0.19234246157633356,0.4726468681539395,0.4922658219636951,0.17870580538009587,0.9929083048308284,0.8372529747782875,0.8366607768686796
112.0,-0.21376493233798835,-0.2093981400133313,-0.20637170011888384,-0.1666627069224845,-0.22127691879581723,,-0.2261857236961525,-0.2178548032808589,-0.20864940332415752,-0.22946784989030308,-0.2248549727061706,-0.21246495880423635,,-0.14531817814158665,-0.23769443370208637,,,-0.14354791015715743,-0.2374660726635086,-0.2141243464912382,,,-0.17335977994175042,-0.20156314210834933,-0.17279483762403433,-0.1910896482159096,-0.20476319560495926,-0.20177467949617922,-0.1818444845818251
113.0,-0.2243372819340404,,-0.21445207400978095,-0.18144461902588255,-0.226336085366421,,-0.23147393096981786,-0.22866429254221976,-0.21582655190297934,-0.23433126108554989,-0.22247695903032208,,,,-0.25089426445963864,,,-0.18368462193718293,-0.24988658288871576,-0.225199474678663,,-0.2393495200236669,-0.19506431195681156,-0.2060521910533333,-0.1899269489877588,-0.20187717527655957,-0.21428129858571632,-0.20499791616243254,-0.21603547888624092
